CNPJ;UF;Ente Federativo;Regime
12459632000105;CE;Barreira;RGPS
07620396000119;CE;Barro;RGPS
23478597000180;CE;Barroquinha;RGPS
07387343000108;CE;Baturité;RPPS
07528292000189;CE;Beberibe;RPPS
07566045000177;CE;Bela Cruz;RGPS
07963515000136;CE;Boa Viagem;RPPS
07620701000172;CE;Brejo Santo;RGPS
07660350000123;CE;Camocim;RGPS
07416704000199;CE;Campos Sales;RGPS
07963259000187;CE;Canindé;RPPS
07063589000116;CE;Capistrano;RPPS
07707094000182;CE;Caridade;RPPS
07598600000142;CE;Cariré;RGPS
06738132000100;CE;Caririaçu;RPPS
07540180000143;CE;Cariús;RGPS
07732670000141;CE;Carnaubal;RGPS
07589369000120;CE;Cascavel;RPPS
07540925000174;CE;Catarina;RGPS
35049097000101;CE;Catunda;RGPS
07616162000106;CE;Caucaia;RPPS
07812241000184;CE;Cedro;RGPS
07146301000177;CE;Chaval;RGPS
63386627000142;CE;Choró;RPPS
23555279000175;CE;Chorozinho;RPPS
07598618000144;CE;Coreaú;RGPS
07982036000167;CE;Crateús;RGPS
07587975000107;CE;Crato;RPPS
10462349000107;CE;Croatá;RGPS
07663917000115;CE;Cruz;RPPS
12464103000191;CE;Deputado Irapuan Pinheiro;RGPS
12465068000125;CE;Ererê;RGPS
23563067000130;CE;Eusébio;RPPS
07595572000100;CE;Farias Brito;RGPS
07673106000103;CE;Forquilha;RGPS
07954605000160;CE;Fortaleza;RPPS
35050756000120;CE;Fortim;RPPS
07598592000134;CE;Frecheirinha;RGPS
07438591000122;CE;General Sampaio;RPPS
07954480000179;CE;Governo do Estado do Ceará;RPPS
23467889000117;CE;Graça;RGPS
07827165000180;CE;Granja;RGPS
41342098000142;CE;Granjeiro;RGPS
07598709000180;CE;Groaíras;RGPS
12359535000132;CE;Guaiúba;RGPS
07569205000131;CE;Guaraciaba do Norte;RGPS
07606478000109;CE;Guaramiranga;RPPS
07707680000127;CE;Hidrolândia;RGPS
23555196000186;CE;Horizonte;RPPS
23444680000138;CE;Ibaretama;RGPS
07523186000102;CE;Ibiapina;RGPS
12461646000155;CE;Ibicuitinga;RPPS
10393593000157;CE;Icapuí;RPPS
07669682000179;CE;Icó;RGPS
07810468000190;CE;Iguatu;RGPS
07982028000110;CE;Independência;RGPS
10462364000147;CE;Ipaporanga;RGPS
07520141000184;CE;Ipaumirim;RGPS
07679723000108;CE;Ipu;RPPS
07680846000169;CE;Ipueiras;RPPS
07891658000180;CE;Iracema;RGPS
07683188000169;CE;Irauçuba;RPPS
07403769000108;CE;Itaiçaba;RGPS
41563628000182;CE;Itaitinga;RPPS
07683956000184;CE;Itapajé;RPPS
07623077000167;CE;Itapipoca;RPPS
07387509000188;CE;Itapiúna;RPPS
07663941000154;CE;Itarema;RPPS
07963739000148;CE;Itatira;RGPS
07442825000105;CE;Jaguaretama;RGPS
07442981000176;CE;Jaguaribara;RGPS
07443708000166;CE;Jaguaribe;RGPS
07615750000117;CE;Jaguaruana;RPPS
07391006000186;CE;Jardim;RGPS
07413255000125;CE;Jati;RGPS
23718034000111;CE;Jijoca de Jericoacoara;RGPS
07974082000114;CE;Juazeiro do Norte;RPPS
07541279000160;CE;Jucás;RGPS
07609621000116;CE;Lavras da Mangabeira;RGPS
07891674000172;CE;Limoeiro do Norte;RGPS
10508935000137;CE;Madalena;RGPS
07605850000162;CE;Maracanaú;RPPS
07963051000168;CE;Maranguape;RPPS
07566516000147;CE;Marco;RGPS
07661192000126;CE;Martinópole;RGPS
07598691000116;CE;Massapê;RGPS
07655269000155;CE;Mauriti;RGPS
07598683000170;CE;Meruoca;RGPS
07655277000100;CE;Milagres;RPPS
06741565000106;CE;Milhã;RGPS
10517563000105;CE;Miraíma;RGPS
07977044000115;CE;Missão Velha;RGPS
07736390000101;CE;Mombaça;RGPS
07693989000105;CE;Monsenhor Tabosa;RGPS
07782840000100;CE;Morada Nova;RPPS
07598675000123;CE;Moraújo;RGPS
07566920000110;CE;Morrinhos;RGPS
07733793000105;CE;Mucambo;RGPS
07910730000179;CE;Mulungu;RGPS
07536444000195;CE;Nova Olinda;RPPS
07993439000101;CE;Nova Russas;RGPS
07982010000119;CE;Novo Oriente;RGPS
12459616000104;CE;Ocara;RPPS
07670821000184;CE;Orós;RGPS
07384407000109;CE;Pacajus;RPPS
07963861000114;CE;Pacatuba;RPPS
07910755000172;CE;Pacoti;RPPS
07734148000107;CE;Pacujá;RGPS
07488679000159;CE;Palhano;RPPS
07711666000105;CE;Palmácia;RPPS
07592298000115;CE;Paracuru;RGPS
10380608000142;CE;Paraipaba;RPPS
07731102000126;CE;Parambu;RGPS
07711963000142;CE;Paramoti;RGPS
07726540000104;CE;Pedra Branca;RGPS
07414931000185;CE;Penaforte;RGPS
07682651000158;CE;Pentecoste;RGPS
07570518000100;CE;Pereiro;RGPS
23563448000119;CE;Pindoretama;RGPS
07738057000131;CE;Piquet Carneiro;RGPS
10462208000186;CE;Pires Ferreira;RGPS
07438187000159;CE;Poranga;RGPS
07654114000102;CE;Porteiras;RGPS
07658917000127;CE;Potengi;RGPS
12461653000157;CE;Potiretama;RPPS
07551179000114;CE;Quiterianópolis;RPPS
23444748000189;CE;Quixadá;RPPS
06742480000142;CE;Quixelô;RGPS
07744303000168;CE;Quixeramobim;RPPS
07807191000147;CE;Quixeré;RGPS
07756646000142;CE;Redenção;RPPS
07598667000187;CE;Reriutaba;RGPS
07535446000160;CE;Russas;RPPS
07811946000187;CE;Saboeiro;RGPS
12464491000100;CE;Salitre;RGPS
07725138000105;CE;Santa Quitéria;RPPS
07598659000130;CE;Santana do Acaraú;RGPS
07597347000102;CE;Santana do Cariri;RPPS
07778129000174;CE;São Benedito;RGPS
07533656000119;CE;São Gonçalo do Amarante;RPPS
07891690000165;CE;São João do Jaguaribe;RGPS
07623051000119;CE;São Luís do Curu;RPPS
07728421000182;CE;Senador Pompeu;RGPS
07598642000183;CE;Senador Sá;RGPS
07598634000137;CE;Sobral;RGPS
07733256000157;CE;Solonópole;RPPS
07891682000119;CE;Tabuleiro do Norte;RGPS
07705817000104;CE;Tamboril;RGPS
12464301000155;CE;Tarrafas;RGPS
07849532000147;CE;Tauá;RPPS
23489834000108;CE;Tejuçuoca;RPPS
07735178000120;CE;Tianguá;RGPS
07533946000162;CE;Trairi;RGPS
10517878000152;CE;Tururu;RGPS
07735541000107;CE;Ubajara;RGPS
07520372000198;CE;Umari;RGPS
06582464000130;CE;Umirim;RGPS
07623069000110;CE;Uruburetama;RGPS
07667926000184;CE;Uruoca;RGPS
07673114000141;CE;Varjota;RGPS
07539273000158;CE;Várzea Alegre;RGPS
10462497000113;CE;Viçosa do Ceará;RPPS
00394601000126;DF;Governo do Distrito Federal;RPPS
27165562000141;ES;Afonso Cláudio;RGPS
31796626000180;ES;Água Doce do Norte;RGPS
31796584000187;ES;Águia Branca;RPPS
27174101000135;ES;Alegre;RPPS
27142686000101;ES;Alfredo Chaves;RGPS
31796659000120;ES;Alto Rio Novo;RGPS
27142694000158;ES;Anchieta;RPPS
27165604000144;ES;Apiacá;RGPS
27142702000166;ES;Aracruz;RPPS
27165620000137;ES;Atilio Vivacqua;RGPS
27165737000110;ES;Baixo Guandu;RGPS
27165745000167;ES;Barra de São Francisco;RPPS
27167436000126;ES;Boa Esperança;RPPS
27167360000139;ES;Bom Jesus do Norte;RGPS
01612674000100;ES;Brejetuba;RGPS
27165588000190;ES;Cachoeiro de Itapemirim;RPPS
27150549000119;ES;Cariacica;RPPS
27165638000139;ES;Castelo;RGPS
27165729000174;ES;Colatina;RGPS
27174077000134;ES;Conceição da Barra;RPPS
27165570000198;ES;Conceição do Castelo;RGPS
27174127000183;ES;Divino de São Lourenço;RGPS
27150556000110;ES;Domingos Martins;RPPS
27167386000187;ES;Dores do Rio Preto;RPPS
27167311000104;ES;Ecoporanga;RGPS
27165182000107;ES;Fundão;RPPS
04217786000154;ES;Governador Lindenberg;RGPS
27080530000143;ES;Governo do Estado do Espírito Santo;RPPS
27174135000120;ES;Guaçuí;RPPS
27165190000153;ES;Guarapari;RPPS
27744150000166;ES;Ibatiba;RGPS
27165208000117;ES;Ibiraçu;RPPS
31726490000131;ES;Ibitirama;RGPS
27165646000185;ES;Iconha;RPPS
36403954000192;ES;Irupi;RGPS
27167451000174;ES;Itaguaçu;RGPS
27174168000170;ES;Itapemirim;RPPS
27104363000123;ES;Itarana;RGPS
27167394000123;ES;Iúna;RGPS
27744184000150;ES;Jaguaré;RGPS
27165653000187;ES;Jerônimo Monteiro;RPPS
31776479000186;ES;João Neiva;RPPS
31796097000114;ES;Laranja da Terra;RGPS
27167410000188;ES;Linhares;RPPS
27167345000190;ES;Mantenópolis;RPPS
01609408000128;ES;Marataízes;RGPS
39385927000122;ES;Marechal Floriano;RGPS
27744176000104;ES;Marilândia;RGPS
27174119000137;ES;Mimoso do Sul;RPPS
27174051000196;ES;Montanha;RGPS
27174069000198;ES;Mucurici;RGPS
27165687000171;ES;Muniz Freire;RGPS
27082403000183;ES;Muqui;RGPS
27167428000180;ES;Nova Venécia;RGPS
27174150000178;ES;Pancas;RGPS
28539872000141;ES;Pedro Canário;RPPS
27174085000180;ES;Pinheiros;RGPS
27165695000118;ES;Piúma;RGPS
01614334000118;ES;Ponto Belo;RGPS
27165703000126;ES;Presidente Kennedy;RGPS
27744143000164;ES;Rio Bananal;RPPS
27165711000172;ES;Rio Novo do Sul;RPPS
27165521000155;ES;Santa Leopoldina;RPPS
36388445000138;ES;Santa Maria de Jetibá;RPPS
27167444000172;ES;Santa Teresa;RGPS
36350312000172;ES;São Domingos do Norte;RGPS
27174143000176;ES;São Gabriel da Palha;RPPS
27167402000131;ES;São José do Calçado;RPPS
27167477000112;ES;São Mateus;RGPS
01612865000171;ES;São Roque do Canaã;RGPS
27174093000127;ES;Serra;RPPS
01612155000141;ES;Sooretama;RGPS
31723570000133;ES;Vargem Alta;RPPS
31723497000108;ES;Venda Nova do Imigrante;RGPS
27165547000101;ES;Viana;RPPS
36350346000167;ES;Vila Pavão;RGPS
01619232000195;ES;Vila Valério;RGPS
27165554000103;ES;Vila Velha;RPPS
27142058000126;ES;Vitória;RPPS
01613940000119;GO;Abadia de Goiás;RPPS
01298330000178;GO;Abadiânia;RPPS
02218683000183;GO;Acreúna;RPPS
25108291000167;GO;Adelândia;RGPS
25141292000103;GO;Água Fria de Goiás;RPPS
01173053000177;GO;Água Limpa;RGPS
01616520000196;GO;Águas Lindas de Goiás;RPPS
01298975000100;GO;Alexânia;RPPS
01345537000156;GO;Aloândia;RPPS
33331604000170;GO;Alto Horizonte;RGPS
01740455000106;GO;Alto Paraíso de Goiás;RPPS
02367597000132;GO;Alvorada do Norte;RPPS
01492098000104;GO;Amaralina;RGPS
00007344000122;GO;Americano do Brasil;RGPS
01067073000163;GO;Amorinópolis;RGPS
01067479000146;GO;Anápolis;RPPS
01127430000131;GO;Anhanguera;RPPS
02262368000153;GO;Anicuns;RPPS
01005727000124;GO;Aparecida de Goiânia;RPPS
24859316000100;GO;Aparecida do Rio Doce;RPPS
02186336000116;GO;Aporé;RGPS
01318898000103;GO;Araçu;RPPS
02125227000199;GO;Aragarças;RGPS
01215474000113;GO;Aragoiânia;RPPS
00163147000100;GO;Araguapaz;RGPS
00007914000184;GO;Arenópolis;RGPS
01067081000100;GO;Aruanã;RPPS
02320364000184;GO;Aurilândia;RPPS
01215839000100;GO;Avelinópolis;RGPS
01067131000159;GO;Baliza;RPPS
02355675000189;GO;Barro Alto;RPPS
01005917000141;GO;Bela Vista de Goiás;RPPS
02186708000104;GO;Bom Jardim de Goiás;RPPS
01149624000138;GO;Bom Jesus de Goiás;RPPS
24857096000177;GO;Bonfinópolis;RPPS
01634272000106;GO;Bonópolis;RPPS
01756741000160;GO;Brazabrantes;RPPS em Extinção
02296325000199;GO;Britânia;RGPS
01345909000144;GO;Buriti Alegre;RPPS
26867770000120;GO;Buriti de Goiás;RPPS
24856569000111;GO;Buritinópolis;RPPS
01740430000102;GO;Cabeceiras;RGPS
02056760000146;GO;Cachoeira Alta;RGPS
02164820000144;GO;Cachoeira de Goiás;RPPS
00079806000117;GO;Cachoeira Dourada;RPPS
01164292000160;GO;Caçu;RPPS
01164946000156;GO;Caiapônia;RGPS
01787506000155;GO;Caldas Novas;RPPS
37622149000112;GO;Caldazinha;RGPS
02262236000121;GO;Campestre de Goiás;RGPS
00145789000179;GO;Campinaçu;RGPS
02215747000192;GO;Campinorte;RPPS
01763614000198;GO;Campo Alegre de Goiás;RPPS
04216593000189;GO;Campo Limpo de Goiás;RGPS
01126143000107;GO;Campos Belos;RPPS
01493998000176;GO;Campos Verdes;RPPS
02542538000153;GO;Carmo do Rio Verde;RPPS
37275849000188;GO;Castelândia;RPPS
01505643000150;GO;Catalão;RPPS
01319326000149;GO;Caturaí;RGPS
01738772000198;GO;Cavalcante;RGPS
01131713000157;GO;Ceres;RPPS
25043530000148;GO;Cezarina;RPPS
24859332000194;GO;Chapadão do Céu;RPPS
36862621000121;GO;Cidade Ocidental;RPPS
36985463000105;GO;Cocalzinho de Goiás;RGPS
25105255000140;GO;Colinas do Sul;RGPS
02321115000103;GO;Córrego do Ouro;RPPS
01118850000151;GO;Corumbá de Goiás;RGPS
01302603000100;GO;Corumbaíba;RPPS
01138122000101;GO;Cristalina;RPPS
01180645000116;GO;Cristianópolis;RPPS
02382067000163;GO;Crixás;RPPS
02073211000180;GO;Cromínia;RGPS
01302728000130;GO;Cumari;RPPS
01740505000155;GO;Damianópolis;RPPS
01067164000107;GO;Damolândia;RGPS
01130277000100;GO;Davinópolis;RPPS
01335363000140;GO;Diorama;RGPS
01067206000100;GO;Divinópolis de Goiás;RGPS
00078790000128;GO;Doverlândia;RPPS
24852618000148;GO;Edealina;RPPS
01788082000143;GO;Edéia;RPPS
01800465000190;GO;Estrela do Norte;RGPS
25141318000113;GO;Faina;RPPS
01915313000132;GO;Fazenda Nova;RPPS
02321917000113;GO;Firminópolis;RPPS
01740497000147;GO;Flores de Goiás;RGPS
01738780000134;GO;Formosa;RPPS
02395812000109;GO;Formoso;RPPS
04223461000184;GO;Gameleira de Goiás;RPPS
02506012000118;GO;Goianápolis;RGPS
01303221000100;GO;Goiandira;RPPS
01065846000172;GO;Goianésia;RPPS
01612092000123;GO;Goiânia;RPPS
01291707000167;GO;Goianira;RPPS
02295772000123;GO;Goiás;RGPS
01753722000180;GO;Goiatuba;RPPS
25040122000132;GO;Gouvelândia;RPPS
01409580000138;GO;Governo do Estado de Goiás;RPPS
01373497000156;GO;Guapó;RPPS
26873059000188;GO;Guaraíta;RGPS
01740588000182;GO;Guarani de Goiás;RPPS
01494178000107;GO;Guarinos;RGPS
02296002000103;GO;Heitoraí;RPPS
01105329000180;GO;Hidrolândia;RPPS
01067230000130;GO;Hidrolina;RGPS
01740448000104;GO;Iaciara;RPPS
26923755000151;GO;Inaciolândia;RPPS
00005959000110;GO;Indiara;RPPS
01153030000109;GO;Inhumas;RPPS
01763606000141;GO;Ipameri;RPPS
04215377000119;GO;Ipiranga de Goiás;RGPS
01157536000188;GO;Iporá;RPPS
01067248000132;GO;Israelândia;RGPS
02451938000153;GO;Itaberaí;RPPS
24850109000186;GO;Itaguari;RPPS
01067255000134;GO;Itaguaru;RPPS
02186757000147;GO;Itajá;RPPS
01134808000124;GO;Itapaci;RGPS
02024933000144;GO;Itapirapuã;RGPS
01146604000103;GO;Itapuranga;RPPS
01067271000127;GO;Itarumã;RPPS
00167437000114;GO;Itauçu;RPPS
02204196000161;GO;Itumbiara;RPPS
02321891000103;GO;Ivolândia;RPPS
02879138000138;GO;Jandaia;RPPS
01223916000173;GO;Jaraguá;RPPS
01165729000180;GO;Jataí;RPPS
01767342000102;GO;Jaupaci;RGPS
37623501000134;GO;Jesúpolis;RPPS
02029957000196;GO;Joviânia;RPPS
02922128000138;GO;Jussara;RPPS
04215178000100;GO;Lagoa Santa;RGPS
01067305000183;GO;Leopoldo de Bulhões;RPPS
01169416000109;GO;Luziânia;RPPS
01067842000123;GO;Mairipotaba;RGPS
01740463000152;GO;Mambaí;RPPS
00007468000108;GO;Mara Rosa;RGPS
01174580000104;GO;Marzagão;RGPS
24850216000104;GO;Matrinchã;RPPS
02056752000108;GO;Maurilândia;RPPS
25053430000100;GO;Mimoso de Goiás;RGPS
02215275000178;GO;Minaçu;RPPS
02316537000190;GO;Mineiros;RPPS
02321909000177;GO;Moiporá;RGPS
01126341000170;GO;Monte Alegre de Goiás;RGPS
01767722000139;GO;Montes Claros de Goiás;RPPS
25043571000134;GO;Montividiu;RPPS
25005166000121;GO;Montividiu do Norte;RGPS
01789551000149;GO;Morrinhos;RPPS
25043621000183;GO;Morro Agudo de Goiás;RPPS
02267698000131;GO;Mossâmedes;RPPS
01135227000107;GO;Mozarlândia;RPPS
00163055000112;GO;Mundo Novo;RGPS
01799683000151;GO;Mutunópolis;RPPS
01373620000139;GO;Nazário;RPPS
01105626000125;GO;Nerópolis;RPPS
02215895000107;GO;Niquelândia;RPPS
01135409000188;GO;Nova América;RGPS
01303619000138;GO;Nova Aurora;RGPS
00236968000111;GO;Nova Crixás;RPPS
00098095000128;GO;Nova Glória;RGPS
33331661000159;GO;Nova Iguaçu de Goiás;RGPS
01067925000112;GO;Nova Roma;RPPS
01123678000124;GO;Nova Veneza;RPPS
00006874000156;GO;Novo Brasil;RPPS
01629276000104;GO;Novo Gama;RPPS
25041005000193;GO;Novo Planalto;RPPS
02385839000110;GO;Orizona;RPPS
01485531000184;GO;Ouro Verde de Goiás;RPPS
01131010000129;GO;Ouvidor;RPPS
01170331000132;GO;Padre Bernardo;RPPS
24858102000100;GO;Palestina de Goiás;RGPS
02394757000132;GO;Palmeiras de Goiás;RPPS
01181239000178;GO;Palmelo;RGPS
01178573000172;GO;Palminópolis;RPPS
00079830000156;GO;Panamá;RGPS
02056745000106;GO;Paranaiguara;RPPS
02394765000189;GO;Paraúna;RPPS
24859324000148;GO;Perolândia;RGPS
01825413000178;GO;Petrolina de Goiás;RPPS
02647303000126;GO;Pilar de Goiás;RGPS
01179647000195;GO;Piracanjuba;RPPS
01168145000169;GO;Piranhas;RPPS
01067941000105;GO;Pirenópolis;RGPS
01181585000156;GO;Pires do Rio;RPPS
01740422000166;GO;Planaltina;RPPS
01791276000106;GO;Pontalina;RGPS
01801612000146;GO;Porangatu;RPPS
01617413000182;GO;Porteirão;RPPS
02317378000149;GO;Portelândia;RGPS
01743335000162;GO;Posse;RPPS
37388295000125;GO;Professor Jamil;RGPS
02056737000151;GO;Quirinópolis;RPPS
01135904000197;GO;Rialma;RGPS
01300094000187;GO;Rianápolis;RGPS
24852675000127;GO;Rio Quente;RPPS
02056729000105;GO;Rio Verde;RPPS
02382836000123;GO;Rubiataba;RPPS
02164804000151;GO;Sanclerlândia;RPPS
02264166000140;GO;Santa Bárbara de Goiás;RPPS
02669976000187;GO;Santa Cruz de Goiás;RPPS
25107517000105;GO;Santa Fé de Goiás;RPPS
02056711000103;GO;Santa Helena de Goiás;RPPS
00027722000130;GO;Santa Isabel;RPPS
01067990000148;GO;Santa Rita do Araguaia;RGPS
01612756000154;GO;Santa Rita do Novo Destino;RGPS
01761113000172;GO;Santa Rosa de Goiás;RPPS
02073484000124;GO;Santa Tereza de Goiás;RGPS
01137116000130;GO;Santa Terezinha de Goiás;RPPS
37275823000130;GO;Santo Antônio da Barra;RPPS
37623485000180;GO;Santo Antônio de Goiás;RPPS
00097857000171;GO;Santo Antônio do Descoberto;RPPS
01068014000100;GO;São Domingos;RPPS
02468437000180;GO;São Francisco de Goiás;RGPS
01313113000100;GO;São João d'Aliança;RPPS
25105222000108;GO;São João da Paraúna;RGPS
02320406000187;GO;São Luís de Montes Belos;RPPS
25043639000185;GO;São Luiz do Norte;RPPS
02391654000119;GO;São Miguel do Araguaia;RPPS
24862864000180;GO;São Miguel do Passa Quatro;RPPS
01616670000108;GO;São Patrício;RPPS
02056778000148;GO;São Simão;RGPS
25107525000151;GO;Senador Canedo;RPPS
01343086000118;GO;Serranópolis;RPPS
01068030000100;GO;Silvânia;RPPS
24855058000185;GO;Simolândia;RPPS
01740489000109;GO;Sítio d'Abadia;RPPS
01068055000104;GO;Taquaral de Goiás;RPPS
25105339000183;GO;Teresina de Goiás;RGPS
36985455000150;GO;Terezópolis de Goiás;RGPS
01304286000161;GO;Três Ranchos;RPPS
01217538000115;GO;Trindade;RPPS
25004771000188;GO;Trombas;RGPS
02321883000167;GO;Turvânia;RGPS
25107657000183;GO;Turvelândia;RPPS
37622164000160;GO;Uirapuru;RPPS
01219807000182;GO;Uruaçu;RPPS
02295640000100;GO;Uruana;RPPS
01763622000134;GO;Urutaí;RPPS
01616319000109;GO;Valparaíso de Goiás;RPPS
01218643000179;GO;Varjão;RPPS
01299692000183;GO;Vianópolis;RPPS
00044834000107;GO;Vicentinópolis;RPPS
37388378000114;GO;Vila Boa;RPPS
01612817000183;GO;Vila Propício;RGPS
07000268000172;MA;Açailândia;RPPS
06096655000191;MA;Afonso Cunha;RGPS
01612339000101;MA;Água Doce do Maranhão;RGPS
06000244000150;MA;Alcântara;RPPS
06096853000155;MA;Aldeias Altas;RPPS
06021323000148;MA;Altamira do Maranhão;RGPS
01612326000132;MA;Alto Alegre do Maranhão;RGPS
01612832000121;MA;Alto Alegre do Pindaré;RPPS
06997571000129;MA;Alto Parnaíba;RGPS
01580959000106;MA;Amapá do Maranhão;RGPS
06157846000116;MA;Amarante do Maranhão;RPPS
06002372000133;MA;Anajatuba;RPPS
06116461000100;MA;Anapurus;RPPS
01612531000106;MA;Apicum-Açu;RGPS
01612539000164;MA;Araguanã;RGPS
06450191000170;MA;Araioses;RGPS
12542767000121;MA;Arame;RGPS
06242846000114;MA;Arari;RGPS
06008569000180;MA;Axixá;RGPS
06014351000138;MA;Bacabal;RGPS
01611396000176;MA;Bacabeira;RGPS
06151419000120;MA;Bacuri;RGPS
01612534000131;MA;Bacurituba;RGPS
06441430000125;MA;Balsas;RGPS
06477822000144;MA;Barão de Grajaú;RGPS
06769798000117;MA;Barra do Corda;RGPS
06217954000137;MA;Barreirinhas;RPPS
01612347000158;MA;Bela Vista do Maranhão;RGPS
01612545000111;MA;Belágua;RGPS
06096218000178;MA;Benedito Leite;RGPS
41611716000102;MA;Bequimão;RGPS
01612345000169;MA;Bernardo do Mearim;RGPS
01612331000145;MA;Boa Vista do Gurupi;RGPS
06229975000172;MA;Bom Jardim;RPPS
01612668000152;MA;Bom Jesus das Selvas;RPPS
01611400000104;MA;Bom Lugar;RGPS
06116743000108;MA;Brejo;RGPS
01612318000196;MA;Brejo de Areia;RGPS
06117071000155;MA;Buriti;RGPS
06052138000110;MA;Buriti Bravo;RGPS
01612525000140;MA;Buriticupu;RPPS
01601303000122;MA;Buritirana;RGPS
01612624000122;MA;Cachoeira Grande;RGPS
06054266000101;MA;Cajapió;RGPS
06469837000160;MA;Cajari;RPPS
01598550000117;MA;Campestre do Maranhão;RGPS
06059505000108;MA;Cândido Mendes;RGPS
06156160000100;MA;Cantanhede;RPPS
01613309000110;MA;Capinzal do Norte;RGPS
12081691000184;MA;Carolina;RPPS
06903553000130;MA;Carutapera;RGPS
06082820000156;MA;Caxias;RPPS
06235006000124;MA;Cedral;RGPS
01612342000125;MA;Central do Maranhão;RGPS
01612328000121;MA;Centro do Guilherme;RGPS
01612323000107;MA;Centro Novo do Maranhão;RGPS
06117709000158;MA;Chapadinha;RPPS
01610134000197;MA;Cidelândia;RGPS
06104863000195;MA;Codó;RGPS
05281738000198;MA;Coelho Neto;RPPS
06113682000125;MA;Colinas;RGPS
01612544000177;MA;Conceição do Lago-Açu;RGPS
06331110000112;MA;Coroatá;RPPS
05733472000177;MA;Cururupu;RGPS
01616269000160;MA;Davinópolis;RGPS
06137293000130;MA;Dom Pedro;RGPS
06314439000175;MA;Duque Bacelar;RPPS
06376669000169;MA;Esperantinópolis;RGPS
07070873000110;MA;Estreito;RGPS
01616041000170;MA;Feira Nova do Maranhão;RGPS
01612667000108;MA;Fernando Falcão;RGPS
01616684000113;MA;Formosa da Serra Negra;RPPS
06080394000111;MA;Fortaleza dos Nogueiras;RGPS
06140404000167;MA;Fortuna;RGPS
06157051000108;MA;Godofredo Viana;RGPS
06314827000156;MA;Gonçalves Dias;RGPS
06138150000142;MA;Governador Archer;RGPS
01597627000134;MA;Governador Edison Lobão;RGPS
06101117000148;MA;Governador Eugênio Barros;RGPS
01578554000133;MA;Governador Luiz Rocha;RGPS
01615124000144;MA;Governador Newton Bello;RGPS
01612834000110;MA;Governador Nunes Freire;RGPS
06354468000160;MA;Governo do Estado do Maranhão;RPPS
06140594000112;MA;Graça Aranha;RGPS
06377063000148;MA;Grajaú;RGPS
05505334000130;MA;Guimarães;RGPS
06222616000193;MA;Humberto de Campos;RGPS
05296298000142;MA;Icatu;RGPS
01612346000103;MA;Igarapé do Meio;RPPS
06323208000128;MA;Igarapé Grande;RPPS
06158455000116;MA;Imperatriz;RGPS
01612546000166;MA;Itaipava do Grajaú;RPPS
