CNPJ;UF;Ente Federativo;Regime
10114767000103;PE;Orocó;RPPS
11040904000167;PE;Ouricuri;RPPS
10212447000188;PE;Palmares;RPPS
10144038000191;PE;Palmeirina;RPPS
10215176000114;PE;Panelas;RPPS
10144426000172;PE;Paranatama;RPPS
11361235000125;PE;Parnamirim;RPPS
11097300000157;PE;Passira;RPPS
11097383000184;PE;Paudalho;RGPS
10408839000117;PE;Paulista;RPPS
10106227000170;PE;Pedra;RPPS
10264406000135;PE;Pesqueira;RPPS
10106235000116;PE;Petrolândia;RGPS
10358190000177;PE;Petrolina;RPPS
10265429000164;PE;Poção;RGPS
11049848000121;PE;Pombos;RPPS
11294378000161;PE;Primavera;RGPS
10145225000190;PE;Quipapá;RPPS
35445527000104;PE;Quixaba;RPPS
10565000000192;PE;Recife;RPPS
10091551000161;PE;Riacho das Almas;RPPS
11343910000193;PE;Ribeirão;RPPS
10291177000148;PE;Rio Formoso;RGPS
10122307000119;PE;Sairé;RGPS
11097367000191;PE;Salgadinho;RPPS
11361243000171;PE;Salgueiro;RPPS
11455714000100;PE;Saloá;RPPS
11044906000124;PE;Sanharó;RGPS
24301475000186;PE;Santa Cruz;RPPS
35445485000101;PE;Santa Cruz da Baixa Verde;RPPS
10091569000163;PE;Santa Cruz do Capibaribe;RPPS
01613732000110;PE;Santa Filomena;RPPS
10358182000120;PE;Santa Maria da Boa Vista;RPPS
11361730000134;PE;Santa Maria do Cambucá;RGPS
11358140000152;PE;Santa Terezinha;RPPS
10145803000198;PE;São Benedito do Sul;RPPS
10091577000100;PE;São Bento do Una;RPPS
10091585000156;PE;São Caitano;RGPS
10146371000130;PE;São João;RPPS
10122661000143;PE;São Joaquim do Monte;RGPS
10111631000131;PE;São José da Coroa Grande;RPPS
10280055000156;PE;São José do Belmonte;RPPS
11354180000126;PE;São José do Egito;RPPS
11251832000105;PE;São Lourenço da Mata;RPPS
11361896000150;PE;São Vicente Ferrer;RPPS
10282945000105;PE;Serra Talhada;RPPS
11361250000173;PE;Serrita;RPPS
11358116000113;PE;Sertânia;RPPS
10292209000120;PE;Sirinhaém;RGPS
10348050000118;PE;Solidão;RPPS
11361862000166;PE;Surubim;RGPS
10349041000141;PE;Tabira;RGPS
10091601000100;PE;Tacaimbó;RGPS
10106243000162;PE;Tacaratu;RGPS
01596018000160;PE;Tamandaré;RGPS
10091593000100;PE;Taquaritinga do Norte;RGPS
11286366000195;PE;Terezinha;RPPS
11361201000130;PE;Terra Nova;RPPS
11361904000169;PE;Timbaúba;RPPS
11256054000139;PE;Toritama;RGPS
10167310000159;PE;Tracunhaém;RPPS
11040912000103;PE;Trindade;RPPS
11350659000194;PE;Triunfo;RPPS
10106250000164;PE;Tupanatinga;RPPS
11358124000160;PE;Tuparetama;RPPS
10106268000166;PE;Venturosa;RPPS
11348570000193;PE;Verdejante;RPPS
40893646000160;PE;Vertente do Lério;RPPS
10296887000160;PE;Vertentes;RGPS
10168235000140;PE;Vicência;RPPS
11049855000123;PE;Vitória de Santo Antão;RPPS
12888517000148;PE;Xexéu;RGPS
01612559000135;PI;Acauã;RGPS
06554976000192;PI;Agricolândia;RPPS
06554760000127;PI;Água Branca;RPPS
07450778000141;PI;Alagoinha do Piauí;RGPS
41522152000131;PI;Alegrete do Piauí;RPPS
06554323000103;PI;Alto Longá;RGPS
06554794000111;PI;Altos;RPPS
01612562000159;PI;Alvorada do Gurguéia;RGPS
06554802000120;PI;Amarante;RGPS
06554752000180;PI;Angical do Piauí;RPPS
06553630000170;PI;Anísio de Abreu;RGPS
06554018000111;PI;Antônio Almeida;RPPS
06554984000139;PI;Aroazes;RPPS
07165549000185;PI;Aroeiras do Itaim;RGPS
06554026000168;PI;Arraial;RGPS
01612561000104;PI;Assunção do Piauí;RGPS
06554281000100;PI;Avelino Lopes;RGPS
41522178000180;PI;Baixa Grande do Ribeiro;RGPS
01612565000192;PI;Barra d'Alcântara;RGPS
06554406000100;PI;Barras;RGPS
06554224000121;PI;Barreiras do Piauí;RPPS
06554745000189;PI;Barro Duro;RPPS
06553903000186;PI;Batalha;RGPS
01612558000190;PI;Bela Vista do Piauí;RGPS
01612560000160;PI;Belém do Piauí;RGPS
06554778000129;PI;Beneditinos;RGPS
06554034000104;PI;Bertolínia;RPPS
01612622000133;PI;Betânia do Piauí;RGPS
01612568000126;PI;Boa Hora;RGPS
06553689000168;PI;Bocaina;RGPS
06554356000153;PI;Bom Jesus;RPPS
41522194000172;PI;Bom Princípio do Piauí;RPPS
41522210000127;PI;Bonfim do Piauí;RGPS
01612566000137;PI;Boqueirão do Piauí;RPPS
41522236000175;PI;Brasileira;RPPS
01612567000181;PI;Brejo do Piauí;RGPS
06554455000135;PI;Buriti dos Lopes;RPPS
41522251000113;PI;Buriti dos Montes;RGPS
41522277000161;PI;Cabeceiras do Piauí;RGPS
01612573000139;PI;Cajazeiras do Piauí;RPPS
01612620000144;PI;Cajueiro da Praia;RPPS
41522293000154;PI;Caldeirão Grande do Piauí;RGPS
06553978000167;PI;Campinas do Piauí;RGPS
01612564000148;PI;Campo Alegre do Fidalgo;RGPS
01612570000103;PI;Campo Grande do Piauí;RGPS
01612754000165;PI;Campo Largo do Piauí;RGPS
06716880000183;PI;Campo Maior;RPPS
41522319000164;PI;Canavieira;RGPS
06554042000150;PI;Canto do Buriti;RGPS
06553879000185;PI;Capitão de Campos;RPPS
01612569000170;PI;Capitão Gervásio Oliveira;RGPS
06553622000123;PI;Caracol;RGPS
01612617000120;PI;Caraúbas do Piauí;RGPS
01612575000128;PI;Caridade do Piauí;RGPS
06554315000167;PI;Castelo do Piauí;RPPS
01612618000175;PI;Caxingó;RPPS
06553895000178;PI;Cocal;RGPS
01612574000183;PI;Cocal de Telha;RGPS
01612572000194;PI;Cocal dos Alves;RGPS
41522335000157;PI;Coivaras;RGPS
41522350000103;PI;Colônia do Gurguéia;RPPS
41522376000143;PI;Colônia do Piauí;RGPS
06553697000104;PI;Conceição do Canindé;RGPS
41522160000188;PI;Coronel José Dias;RGPS
06554257000171;PI;Corrente;RPPS
06554299000102;PI;Cristalândia do Piauí;RPPS
06554364000108;PI;Cristino Castro;RGPS
06554273000164;PI;Curimatá;RGPS
01612752000176;PI;Currais;RPPS em Extinção
01612556000100;PI;Curral Novo do Piauí;RGPS
01612579000106;PI;Curralinhos;RPPS
06554885000157;PI;Demerval Lobão;RPPS
07102106000145;PI;Dirceu Arcoverde;RGPS
06553705000112;PI;Dom Expedito Lopes;RGPS
23500002000145;PI;Dom Inocêncio;RGPS
06553911000122;PI;Domingos Mourão;RGPS
06554844000160;PI;Elesbão Veloso;RGPS
06554059000108;PI;Eliseu Martins;RPPS
06554174000182;PI;Esperantina;RPPS
41522384000190;PI;Fartura do Piauí;RGPS
06554158000190;PI;Flores do Piauí;RGPS
01612578000161;PI;Floresta do Piauí;RGPS
06554067000154;PI;Floriano;RPPS
06554919000103;PI;Francinópolis;RGPS
06554075000109;PI;Francisco Ayres;RGPS
01612577000117;PI;Francisco Macedo;RGPS
06553713000169;PI;Francisco Santos;RPPS
06553721000105;PI;Fronteiras;RPPS
01499149000120;PI;Geminiano;RGPS
06554216000185;PI;Gilbués;RGPS
06553481000149;PI;Governo do Estado do Piauí;RPPS
06554083000147;PI;Guadalupe;RGPS
01612576000172;PI;Guaribas;RGPS
06554927000150;PI;Hugo Napoleão;RPPS
01612581000185;PI;Ilha Grande;RGPS
06553739000107;PI;Inhuma;RGPS
06553747000153;PI;Ipiranga do Piauí;RGPS
06553986000103;PI;Isaías Coelho;RGPS
06553754000155;PI;Itainópolis;RPPS
06554091000193;PI;Itaueira;RGPS
41522368000105;PI;Jacobina do Piauí;RGPS
06553762000100;PI;Jaicós;RPPS
41522343000101;PI;Jardim do Mulato;RGPS
01612557000146;PI;Jatobá do Piauí;RGPS
06554109000157;PI;Jerumenha;RGPS
01612580000130;PI;João Costa;RGPS
06554208000139;PI;Joaquim Pires;RPPS
01612677000143;PI;Joca Marques;RGPS
06554786000175;PI;José de Freitas;RPPS
01612582000120;PI;Juazeiro do Piauí;RPPS
01612619000110;PI;Júlio Borges;RGPS
01612585000163;PI;Jurema;RPPS
41522327000100;PI;Lagoa Alegre;RPPS
01612584000119;PI;Lagoa de São Francisco;RPPS
41522301000162;PI;Lagoa do Barro do Piauí;RGPS
01612583000174;PI;Lagoa do Piauí;RGPS
01612588000105;PI;Lagoa do Sítio;RGPS
01612587000152;PI;Lagoinha do Piauí;RGPS
06554117000101;PI;Landri Sales;RPPS
06554448000133;PI;Luís Correia;RPPS
06554190000175;PI;Luzilândia;RGPS
01612586000108;PI;Madeiro;RGPS
06554125000140;PI;Manoel Emídio;RGPS
41522269000115;PI;Marcolândia;RGPS
06554133000196;PI;Marcos Parente;RGPS
01612591000110;PI;Massapê do Piauí;RGPS
06554182000129;PI;Matias Olímpio;RGPS
06553614000187;PI;Miguel Alves;RGPS
06554935000104;PI;Miguel Leão;RGPS
01612590000176;PI;Milton Brandão;RGPS
06554877000100;PI;Monsenhor Gil;RGPS
06553770000148;PI;Monsenhor Hipólito;RGPS
06554232000178;PI;Monte Alegre do Piauí;RGPS
01612594000154;PI;Morro Cabeça no Tempo;RGPS
01612593000100;PI;Morro do Chapéu do Piauí;RGPS
01612596000143;PI;Murici dos Portelas;RPPS
06554141000132;PI;Nazaré do Piauí;RGPS
10560403000149;PI;Nazária;RGPS
01612592000165;PI;Nossa Senhora de Nazaré;RPPS em Extinção
06554422000195;PI;Nossa Senhora dos Remédios;RGPS
01612599000187;PI;Nova Santa Rita (antigo Petrônio Portela);RGPS
06554836000114;PI;Novo Oriente do Piauí;RPPS
01612598000132;PI;Novo Santo Antônio;RGPS
06553937000170;PI;Oeiras;RGPS
01612595000107;PI;Olho d'Água do Piauí;RGPS
06553788000140;PI;Padre Marcos;RPPS
06553663000110;PI;Paes Landim;RGPS
01612602000162;PI;Pajeú do Piauí;RGPS
06554372000146;PI;Palmeira do Piauí;RGPS
06554851000162;PI;Palmeirais;RGPS
01612601000118;PI;Paquetá;RGPS
06554265000118;PI;Parnaguá;RGPS
06554430000131;PI;Parnaíba;RPPS
41522186000126;PI;Passagem Franca do Piauí;RPPS
41522285000108;PI;Patos do Piauí;RGPS
04218211000156;PI;Pau d'Arco do Piauí;RGPS
06553796000196;PI;Paulistana;RPPS
01612679000132;PI;Pavussu;RGPS
06553929000124;PI;Pedro II;RPPS
01612600000173;PI;Pedro Laurentino;RGPS
06553804000102;PI;Picos;RPPS
06554893000101;PI;Pimenteiras;RPPS
06553812000140;PI;Pio IX;RGPS
06553887000121;PI;Piracuruca;RGPS
06553861000183;PI;Piripiri;RPPS
06554414000149;PI;Porto;RGPS
01613513000130;PI;Porto Alegre do Piauí;RGPS
06636807000100;PI;Prata do Piauí;RGPS
41522202000180;PI;Queimada Nova;RGPS
06554380000192;PI;Redenção do Gurguéia;RPPS
06554943000142;PI;Regeneração;RPPS
01612606000140;PI;Riacho Frio;RGPS
01612604000151;PI;Ribeira do Piauí;RGPS
06728240000193;PI;Ribeiro Gonçalves;RGPS
06554166000136;PI;Rio Grande do Piauí;RGPS
06553960000165;PI;Santa Cruz do Piauí;RGPS
41522228000129;PI;Santa Cruz dos Milagres;RGPS
06554240000114;PI;Santa Filomena;RGPS
06554398000194;PI;Santa Luz;RGPS
41522244000111;PI;Santa Rosa do Piauí;RGPS
41522137000193;PI;Santana do Piauí;RGPS
06553820000197;PI;Santo Antônio de Lisboa;RGPS
01612603000107;PI;Santo Antônio dos Milagres;RPPS
06553945000117;PI;Santo Inácio do Piauí;RGPS
41522145000130;PI;São Braz do Piauí;RPPS
06554968000146;PI;São Félix do Piauí;RGPS
01612678000198;PI;São Francisco de Assis do Piauí;RGPS
06553994000150;PI;São Francisco do Piauí;RPPS
01612607000195;PI;São Gonçalo do Gurguéia;RGPS
06554828000178;PI;São Gonçalo do Piauí;RPPS
12066973000102;PI;São João da Canabrava;RGPS
01612608000130;PI;São João da Fronteira;RGPS
06554331000150;PI;São João da Serra;RGPS
01612676000107;PI;São João da Varjota;RGPS
01612609000184;PI;São João do Arraial;RGPS
06553655000173;PI;São João do Piauí;RPPS
41522111000145;PI;São José do Divino;RGPS
06554000000110;PI;São José do Peixe;RGPS
06553838000199;PI;São José do Piauí;RGPS
06553846000135;PI;São Julião;RPPS
41522095000190;PI;São Lourenço do Piauí;RGPS
01519467000105;PI;São Luis do Piauí;RGPS
01612623000188;PI;São Miguel da Baixa Grande;RGPS
01612611000153;PI;São Miguel do Fidalgo;RGPS
06716906000193;PI;São Miguel do Tapuio;RGPS
06554810000176;PI;São Pedro do Piauí;RGPS
06772859000103;PI;São Raimundo Nonato;RGPS
01612805000159;PI;Sebastião Barros;RPPS
01612610000109;PI;Sebastião Leal;RGPS
41522129000147;PI;Sigefredo Pacheco;RPPS
06553853000137;PI;Simões;RGPS
06553952000119;PI;Simplício Mendes;RGPS
06553671000166;PI;Socorro do Piauí;RGPS
01612755000100;PI;Sussuapara;RGPS
01616855000104;PI;Tamboril do Piauí;RGPS
01612616000186;PI;Tanque do Piauí;RGPS
06554869000164;PI;Teresina;RPPS
06553606000130;PI;União;RPPS
06985832000190;PI;Uruçuí;RGPS
06554737000132;PI;Valença do Piauí;RPPS
41522103000107;PI;Várzea Branca;RGPS
06554950000144;PI;Várzea Grande;RGPS
01612615000131;PI;Vera Mendes;RPPS
01612614000197;PI;Vila Nova do Piauí;RPPS
01612612000106;PI;Wall Ferraz;RGPS
75743567000157;PR;Abatiá;RGPS
76105642000117;PR;Adrianópolis;RPPS
76105667000110;PR;Agudos do Sul;RGPS
76105659000174;PR;Almirante Tamandaré;RPPS
78069143000147;PR;Altamira do Paraná;RPPS
95640736000130;PR;Alto Paraíso (antigo Vila Alta);RGPS
76279967000116;PR;Alto Paraná;RPPS
76247352000108;PR;Alto Piquiri;RGPS
81478059000191;PR;Altônia;RPPS
75132860000188;PR;Alvorada do Sul;RGPS
75475038000110;PR;Amaporã;RPPS
77817054000179;PR;Ampére;RPPS
95594800000194;PR;Anahy;RGPS
76235761000194;PR;Andirá;RPPS
95642286000115;PR;Ângulo;RPPS
76022516000107;PR;Antonina;RGPS
76020460000143;PR;Antônio Olinto;RGPS
75771253000168;PR;Apucarana;RGPS
76958966000106;PR;Arapongas;RPPS
75658377000131;PR;Arapoti;RPPS
01612388000144;PR;Arapuã;RGPS
75359760000199;PR;Araruna;RGPS
76105535000199;PR;Araucária;RPPS
01612453000131;PR;Ariranha do Ivaí;RGPS
76290709000130;PR;Assaí;RGPS
76208479000118;PR;Assis Chateaubriand;RGPS
75743377000130;PR;Astorga;RPPS
75731018000162;PR;Atalaia;RPPS
76105527000142;PR;Balsa Nova;RGPS
76235753000148;PR;Bandeirantes;RGPS
76950062000126;PR;Barbosa Ferraz;RGPS
76407568000193;PR;Barra do Jacaré;RGPS
75666131000101;PR;Barracão;RPPS
01612441000107;PR;Bela Vista da Caroba;RGPS
76245067000158;PR;Bela Vista do Paraíso;RPPS
81648859000103;PR;Bituruna;RGPS
76217017000167;PR;Boa Esperança;RPPS
95589255000148;PR;Boa Esperança do Iguaçu;RGPS
01612906000120;PR;Boa Ventura de São Roque;RPPS
78121985000109;PR;Boa Vista da Aparecida;RGPS
76105592000178;PR;Bocaiúva do Sul;RGPS
01612443000104;PR;Bom Jesus do Sul;RGPS
75771261000104;PR;Bom Sucesso;RPPS
80874100000186;PR;Bom Sucesso do Sul;RGPS
75740829000120;PR;Borrazópolis;RGPS
78121902000173;PR;Braganey;RGPS
95640520000175;PR;Brasilândia do Sul;RGPS
75845545000106;PR;Cafeara;RPPS
78121878000172;PR;Cafelândia;RPPS
95640652000105;PR;Cafezal do Sul;RGPS
75771279000106;PR;Califórnia;RGPS
75442756000190;PR;Cambará;RPPS
75732057000184;PR;Cambé;RPPS
75771287000152;PR;Cambira;RGPS
76950070000172;PR;Campina da Lagoa;RGPS
01611489000109;PR;Campina do Simão;RPPS
76105600000186;PR;Campina Grande do Sul;RPPS
80869621000145;PR;Campo Bonito;RPPS
76002658000102;PR;Campo do Tenente;RPPS
76105618000188;PR;Campo Largo;RPPS
01607539000176;PR;Campo Magro;RGPS
75904524000106;PR;Campo Mourão;RPPS
76175926000180;PR;Cândido de Abreu;RGPS
95684478000194;PR;Candói;RGPS
78279981000145;PR;Cantagalo;RPPS
75972760000160;PR;Capanema;RGPS
76208834000159;PR;Capitão Leônidas Marques;RGPS
01613765000160;PR;Carambeí;RGPS
76965789000187;PR;Carlópolis;RGPS
76208867000107;PR;Cascavel;RPPS
77001311000108;PR;Castro;RGPS
76208842000103;PR;Catanduvas;RPPS
75845503000167;PR;Centenário do Sul;RGPS
76105626000124;PR;Cerro Azul;RPPS
76206473000101;PR;Céu Azul;RGPS
76995414000160;PR;Chopinzinho;RPPS
76309806000128;PR;Cianorte;RPPS
75377200000167;PR;Cidade Gaúcha;RGPS
76161199000100;PR;Clevelândia;RGPS
76105634000170;PR;Colombo;RPPS
76970326000103;PR;Colorado;RPPS
75825828000188;PR;Congonhinhas;RPPS
75968412000119;PR;Conselheiro Mairinck;RGPS
76105519000104;PR;Contenda;RPPS
76208826000102;PR;Corbélia;RPPS
76331941000170;PR;Cornélio Procópio;RGPS
01614415000118;PR;Coronel Domingos Soares;RGPS
76995455000156;PR;Coronel Vivida;RGPS
80888662000189;PR;Corumbataí do Sul;RGPS
76339688000109;PR;Cruz Machado;RGPS
95589230000144;PR;Cruzeiro do Iguaçu;RGPS
76381854000127;PR;Cruzeiro do Oeste;RPPS
75731034000155;PR;Cruzeiro do Sul;RPPS
01615393000100;PR;Cruzmaltina;RGPS
76417005000186;PR;Curitiba;RPPS
76167725000130;PR;Curiúva;RPPS
77817476000144;PR;Diamante d'Oeste;RGPS
76972082000106;PR;Diamante do Norte;RPPS
95595120000195;PR;Diamante do Sul;RGPS
76205640000108;PR;Dois Vizinhos;RGPS
78200110000194;PR;Douradina;RGPS
76282714000100;PR;Doutor Camargo;RGPS
95422911000113;PR;Doutor Ulysses;RPPS
76205657000157;PR;Enéas Marques;RGPS
76950039000131;PR;Engenheiro Beltrão;RGPS
95719449000110;PR;Entre Rios do Oeste;RGPS
01612269000191;PR;Esperança Nova;RPPS
01612634000168;PR;Espigão Alto do Iguaçu;RGPS
95640124000148;PR;Farol;RGPS
75771295000107;PR;Faxinal;RGPS
95422986000102;PR;Fazenda Rio Grande;RPPS
76950021000130;PR;Fênix;RGPS
01619323000120;PR;Fernandes Pinheiro;RPPS
78063732000118;PR;Figueira;RGPS
95589271000130;PR;Flor da Serra do Sul;RPPS
75731000000160;PR;Floraí;RGPS
76282706000155;PR;Floresta;RPPS
75845495000159;PR;Florestópolis;RGPS
75772400000114;PR;Flórida;RPPS
76208495000100;PR;Formosa do Oeste;RGPS
76206606000140;PR;Foz do Iguaçu;RPPS
01603719000180;PR;Foz do Jordão;RPPS
77356665000167;PR;Francisco Alves;RGPS
77816510000166;PR;Francisco Beltrão;RPPS
75687681000107;PR;General Carneiro;RGPS
81392656000107;PR;Godoy Moreira;RPPS
78198975000163;PR;Goioerê;RGPS
01607627000178;PR;Goioxim;RGPS
76416940000128;PR;Governo do Estado do Paraná;RPPS
75741348000139;PR;Grandes Rios;RGPS
77857183000190;PR;Guaíra;RGPS
76238443000187;PR;Guairaçá;RPPS
01616255000146;PR;Guamiranga;RPPS
75443812000100;PR;Guapirama;RGPS
75378844000170;PR;Guaporema;RGPS
75845537000151;PR;Guaraci;RPPS
76208818000166;PR;Guaraniaçu;RPPS
76178037000176;PR;Guarapuava;RPPS
76022508000152;PR;Guaraqueçaba;RGPS
76017474000108;PR;Guaratuba;RPPS
95585444000142;PR;Honório Serpa;RGPS
77008068000141;PR;Ibaiti;RPPS
80881931000185;PR;Ibema;RGPS
76244961000103;PR;Ibiporã;RPPS
76247337000160;PR;Icaraíma;RPPS
75772525000144;PR;Iguaraçu;RGPS
95595013000167;PR;Iguatu;RGPS
01613770000172;PR;Imbaú;RGPS
76175892000123;PR;Imbituva;RPPS
76178029000120;PR;Inácio Martins;RPPS
76970318000167;PR;Inajá;RPPS
75798355000177;PR;Indianópolis;RPPS
76175934000126;PR;Ipiranga;RPPS
75738484000170;PR;Iporã;RPPS
95583555000110;PR;Iracema do Oeste;RGPS
75654574000182;PR;Irati;RPPS
76950088000174;PR;Iretama;RPPS
76970359000153;PR;Itaguajé;RPPS
95725057000164;PR;Itaipulândia;RGPS
76235738000108;PR;Itambaracá;RGPS
76282698000147;PR;Itambé;RGPS
76995430000152;PR;Itapejara d'Oeste;RGPS
95422846000126;PR;Itaperuçu;RGPS
75458836000133;PR;Itaúna do Sul;RPPS
76175918000133;PR;Ivaí;RGPS
75741330000137;PR;Ivaiporã;RGPS
95640553000115;PR;Ivaté;RGPS
76285337000154;PR;Ivatuba;RPPS
75969667000104;PR;Jaboti;RPPS
76966860000146;PR;Jacarezinho;RGPS
75457341000190;PR;Jaguapitã;RGPS
76910900000138;PR;Jaguariaíva;RPPS
75771204000125;PR;Jandaia do Sul;RPPS
76402882000183;PR;Janiópolis;RPPS
75969881000152;PR;Japira;RGPS
75788349000139;PR;Japurá;RPPS
75741363000187;PR;Jardim Alegre;RGPS
76970383000192;PR;Jardim Olinda;RPPS
76245042000154;PR;Jataizinho;RPPS
77398154000108;PR;Jesuítas;RGPS
76966845000106;PR;Joaquim Távora;RGPS
76408061000154;PR;Jundiaí do Sul;RGPS
78196755000109;PR;Juranda;RGPS
75789552000120;PR;Jussara;RPPS
75771238000110;PR;Kaloré;RGPS
76020452000105;PR;Lapa;RPPS
95684536000180;PR;Laranjal;RPPS
76205970000195;PR;Laranjeiras do Sul;RPPS
75388850000108;PR;Leópolis;RGPS
95680831000168;PR;Lidianópolis;RGPS
80881915000192;PR;Lindoeste;RGPS
76972074000151;PR;Loanda;RPPS
76970367000108;PR;Lobato;RPPS
75771477000170;PR;Londrina;RPPS
80888688000127;PR;Luiziana;RPPS
78600491000107;PR;Lunardelli;RGPS
75845511000103;PR;Lupionópolis;RGPS
75654566000136;PR;Mallet;RGPS
75368928000122;PR;Mamborê;RGPS
76285329000108;PR;Mandaguaçu;RPPS
76285345000109;PR;Mandaguari;RGPS
76105550000137;PR;Mandirituba;RPPS
01614343000109;PR;Manfrinópolis;RGPS
77774867000129;PR;Mangueirinha;RGPS
75740811000128;PR;Manoel Ribas;RGPS
76205814000124;PR;Marechal Cândido Rondon;RGPS
76247386000100;PR;Maria Helena;RPPS
76282680000145;PR;Marialva;RPPS
75771303000107;PR;Marilândia do Sul;RGPS
75971010000173;PR;Marilena;RPPS
76404136000129;PR;Mariluz;RPPS
76282656000106;PR;Maringá;RPPS
76995323000124;PR;Mariópolis;RPPS
95583571000102;PR;Maripá;RGPS
76205665000101;PR;Marmeleiro;RGPS
01612552000113;PR;Marquinho;RPPS
75771246000166;PR;Marumbi;RGPS
76206465000165;PR;Matelândia;RPPS
76017466000161;PR;Matinhos;RPPS
95684510000131;PR;Mato Rico;RGPS
95548400000142;PR;Mauá da Serra;RGPS
76206481000158;PR;Medianeira;RPPS
95719373000123;PR;Mercedes;RGPS
75475442000193;PR;Mirador;RGPS
75845529000105;PR;Miraselva;RGPS
78101847000150;PR;Missal;RGPS
76217025000103;PR;Moreira Sales;RPPS
76022490000199;PR;Morretes;RGPS
75352062000161;PR;Munhoz de Melo;RPPS
76970300000165;PR;Nossa Senhora das Graças;RGPS
76413061000142;PR;Nova Aliança do Ivaí;RGPS
75827204000108;PR;Nova América da Colina;RGPS
76208859000152;PR;Nova Aurora;RPPS
77845394000103;PR;Nova Cantu;RPPS
75730994000109;PR;Nova Esperança;RPPS
95589289000132;PR;Nova Esperança do Sudoeste;RGPS
75828418000190;PR;Nova Fátima;RGPS
95587648000112;PR;Nova Laranjeiras;RGPS
81044984000104;PR;Nova Londrina;RPPS
75799577000104;PR;Nova Olímpia;RPPS
78103884000105;PR;Nova Prata do Iguaçu;RPPS
95561080000160;PR;Nova Santa Bárbara;RGPS
77116663000109;PR;Nova Santa Rosa;RGPS
80620172000105;PR;Nova Tebas;RGPS
95639472000103;PR;Novo Itacolomi;RPPS
77721363000140;PR;Ortigueira;RGPS
76282672000107;PR;Ourizona;RPPS
80880107000100;PR;Ouro Verde do Oeste;RGPS
76282664000152;PR;Paiçandu;RGPS
76161181000108;PR;Palmas;RGPS
76179829000165;PR;Palmeira;RPPS
75680025000182;PR;Palmital;RPPS
76208487000164;PR;Palotina;RPPS
75476556000158;PR;Paraíso do Norte;RGPS
76970334000150;PR;Paranacity;RPPS
76017458000115;PR;Paranaguá;RPPS
76970391000139;PR;Paranapoema;RPPS
76977768000181;PR;Paranavaí;RPPS
95719472000105;PR;Pato Bragado;RGPS
76995448000154;PR;Pato Branco;RPPS
75687954000113;PR;Paula Freitas;RGPS
77007474000190;PR;Paulo Frontin;RGPS
75370148000117;PR;Peabiru;RPPS
01612444000140;PR;Perobal;RPPS
81478133000170;PR;Pérola;RPPS
75924290000169;PR;Pérola d'Oeste;RGPS
76002666000140;PR;Piên;RPPS
95423000000100;PR;Pinhais;RPPS
95590832000111;PR;Pinhal de São Bento;RGPS
76167717000194;PR;Pinhalão;RGPS
76178011000128;PR;Pinhão;RPPS
77001329000100;PR;Piraí do Sul;RPPS
76105675000167;PR;Piraquara;RPPS
76172907000108;PR;Pitanga;RPPS
95543427000142;PR;Pitangueiras;RPPS
75461442000134;PR;Planaltina do Paraná;RGPS
76460526000116;PR;Planalto;RPPS
76175884000187;PR;Ponta Grossa;RGPS
01609843000152;PR;Pontal do Paraná;RGPS
80542764000148;PR;Porecatu;RGPS
76179837000101;PR;Porto Amazonas;RGPS
01591618000136;PR;Porto Barreiro;RPPS
75461970000193;PR;Porto Rico;RPPS
75688366000102;PR;Porto Vitória;RGPS
01613136000130;PR;Prado Ferreira;RGPS
78113834000109;PR;Pranchita;RGPS
76279959000170;PR;Presidente Castelo Branco;RGPS
76245059000101;PR;Primeiro de Maio;RGPS
77003424000134;PR;Prudentópolis;RPPS
01619104000141;PR;Quarto Centenário;RGPS
76966852000108;PR;Quatiguá;RGPS
76105568000139;PR;Quatro Barras;RPPS
95719381000170;PR;Quatro Pontes;RGPS
76205962000149;PR;Quedas do Iguaçu;RGPS
76973692000116;PR;Querência do Norte;RPPS
76950047000188;PR;Quinta do Sol;RGPS
76002674000197;PR;Quitandinha;RPPS
95725024000114;PR;Ramilândia;RGPS
75829416000116;PR;Rancho Alegre;RGPS
95640132000194;PR;Rancho Alegre d'Oeste;RPPS
76205673000140;PR;Realeza;RGPS
77774859000182;PR;Rebouças;RGPS
76205681000196;PR;Renascença;RPPS
76169879000161;PR;Reserva;RPPS
01612911000132;PR;Reserva do Iguaçu;RPPS
75449579000173;PR;Ribeirão Claro;RGPS
76968064000142;PR;Ribeirão do Pinhal;RGPS
75963256000101;PR;Rio Azul;RPPS
75771212000171;PR;Rio Bom;RGPS
95587770000199;PR;Rio Bonito do Iguaçu;RPPS
01612413000190;PR;Rio Branco do Ivaí;RPPS
76105576000185;PR;Rio Branco do Sul;RGPS
76002641000147;PR;Rio Negro;RPPS
76288760000108;PR;Rolândia;RPPS
75371401000157;PR;Roncador;RPPS
75380071000166;PR;Rondon;RGPS
80059264000150;PR;Rosário do Ivaí;RGPS
76958974000144;PR;Sabáudia;RGPS
76205699000198;PR;Salgado Filho;RGPS
76920834000187;PR;Salto do Itararé;RGPS
76205707000104;PR;Salto do Lontra;RGPS
76235746000146;PR;Santa Amélia;RGPS
76290691000177;PR;Santa Cecília do Pavão;RGPS
75462820000102;PR;Santa Cruz de Monte Castelo;RGPS
76291418000167;PR;Santa Fé;RPPS
76206457000119;PR;Santa Helena;RGPS
78092293000171;PR;Santa Inês;RGPS
